# Error log for MODE=sa_manual, PROJECT=libxml2_62911_vul
[ERR] 000_SAX2.c_2479_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/000_SAX2.c_2479_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 314_xmlschemastypes.c_3892_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/314_xmlschemastypes.c_3892_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 315_tree.c_237_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/315_tree.c_237_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 316_tree.c_239_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/316_tree.c_239_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 317_xmlschemas.c_23689_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/317_xmlschemas.c_23689_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 324_xmlschemas.c_23207_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/324_xmlschemas.c_23207_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 324_xpath.c_9202_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/324_xpath.c_9202_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 326_xmlschemas.c_22741_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/326_xmlschemas.c_22741_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 327_xmlschemas.c_22809_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/327_xmlschemas.c_22809_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 328_xmlschemastypes.c_1080_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/328_xmlschemastypes.c_1080_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 329_xmlschemas.c_22989_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/329_xmlschemas.c_22989_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 330_xmlschemas.c_22372_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/330_xmlschemas.c_22372_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 331_xmlschemas.c_21990_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/331_xmlschemas.c_21990_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 332_xmlschemastypes.c_472_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/332_xmlschemastypes.c_472_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 333_xmlschemastypes.c_488_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/333_xmlschemastypes.c_488_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 334_xmlschemastypes.c_502_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/334_xmlschemastypes.c_502_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 335_xmlschemastypes.c_379_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/335_xmlschemastypes.c_379_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=1s)
[ERR] 336_xmlschemastypes.c_271_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/336_xmlschemastypes.c_271_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 337_xmlschemastypes.c_230_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/337_xmlschemastypes.c_230_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 340_xpath.c_6225_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/340_xpath.c_6225_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 341_xpath.c_6243_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/341_xpath.c_6243_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 342_xpath.c_5588_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/342_xpath.c_5588_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 343_xpath.c_5552_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/343_xpath.c_5552_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 344_xpath.c_5444_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/344_xpath.c_5444_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 345_xpath.c_4967_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/345_xpath.c_4967_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 346_xpath.c_4970_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/346_xpath.c_4970_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 347_xpath.c_4734_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/347_xpath.c_4734_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 348_xpath.c_4708_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/348_xpath.c_4708_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 349_xpath.c_4659_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/349_xpath.c_4659_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 350_xpath.c_4627_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/350_xpath.c_4627_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 351_xpath.c_4604_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/351_xpath.c_4604_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 352_xpath.c_4581_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/352_xpath.c_4581_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 353_xpath.c_3760_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/353_xpath.c_3760_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 354_xpath.c_3699_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/354_xpath.c_3699_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 355_xpath.c_3672_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/355_xpath.c_3672_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 356_xpath.c_3452_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/356_xpath.c_3452_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 357_xpath.c_3391_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/357_xpath.c_3391_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 358_xpath.c_3299_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/358_xpath.c_3299_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 359_xpath.c_3206_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/359_xpath.c_3206_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 360_xpath.c_3150_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/360_xpath.c_3150_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 361_xpath.c_3092_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/361_xpath.c_3092_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 362_xpath.c_2986_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/362_xpath.c_2986_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 363_xpath.c_2995_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/363_xpath.c_2995_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 364_xpath.c_2937_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/364_xpath.c_2937_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 365_xpath.c_2650_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/365_xpath.c_2650_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 366_xpath.c_1702_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/366_xpath.c_1702_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 367_xmlschemas.c_9927_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/367_xmlschemas.c_9927_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 367_xpath.c_1021_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/367_xpath.c_1021_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 368_xmlschemas.c_9895_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/368_xmlschemas.c_9895_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 368_xpath.c_1031_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/368_xpath.c_1031_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 369_xmlschemas.c_9837_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/369_xmlschemas.c_9837_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=1s)
[ERR] 369_xpath.c_863_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/369_xpath.c_863_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 370_types.c_989_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/370_types.c_989_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 374_xmlschemas.c_8213_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/374_xmlschemas.c_8213_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 375_xmlschemas.c_5662_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/375_xmlschemas.c_5662_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 376_xmlschemas.c_5620_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/376_xmlschemas.c_5620_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 377_xmlschemas.c_5580_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/377_xmlschemas.c_5580_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 378_xmlschemas.c_5520_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/378_xmlschemas.c_5520_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 379_xmlschemas.c_5435_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/379_xmlschemas.c_5435_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 380_xmlschemas.c_5398_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/380_xmlschemas.c_5398_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 381_xmlschemas.c_5336_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/381_xmlschemas.c_5336_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 382_xmlschemas.c_5294_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/382_xmlschemas.c_5294_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 383_xmlschemas.c_5245_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/383_xmlschemas.c_5245_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 384_xmlschemas.c_5201_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/384_xmlschemas.c_5201_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 385_xmlschemas.c_5171_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/385_xmlschemas.c_5171_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 386_xmlschemas.c_5131_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/386_xmlschemas.c_5131_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 387_xmlschemas.c_5094_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/387_xmlschemas.c_5094_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 388_xmlschemas.c_3633_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/388_xmlschemas.c_3633_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 389_xmlschemas.c_3391_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/389_xmlschemas.c_3391_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 390_xmlschemas.c_3375_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/390_xmlschemas.c_3375_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=1s)
[ERR] 391_xmlschemas.c_3351_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/391_xmlschemas.c_3351_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 392_xmlschemas.c_3328_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/392_xmlschemas.c_3328_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 393_testapi.c_135_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/393_testapi.c_135_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 394_testapi.c_136_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/394_testapi.c_136_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 395_testapi.c_137_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/395_testapi.c_137_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
[ERR] 396_testapi.c_138_local.oob.memfunc.length-misuse.maxcover.v5: run_se_driver.sh failed (driver=drivers/sa_manual/libxml2_62911_vul/396_testapi.c_138_local.oob.memfunc.length-misuse.maxcover.v5.c, exit_code=1, duration=0s)
